ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
210074_at	3.45e-17	1.14e-18	-11.1	31.871709	-2.02	CTSV	cathepsin V	CTSV	cathepsin V	FALSE
214450_at	1.12e-17	3.39e-19	11.4	33.082955	1.32	CTSW	cathepsin W	CTSW	cathepsin W	FALSE
210042_s_at	0.000258	7.62e-05	4.14	0.483423	0.781	CTSZ	cathepsin Z	CTSZ	cathepsin Z	FALSE
214073_at	2.43e-14	1.34e-15	-9.65	24.84623	-2.24	CTTN	cortactin	CTTN	cortactin	FALSE
232136_s_at	0.421	0.308	1.02	-6.915286	0.0814	CTTNBP2	cortactin binding protein 2	CTTNBP2	cortactin binding protein 2	FALSE
239525_at	0.00259	0.00093	3.42	-1.889789	0.301	CTTNBP2NL	CTTNBP2 N-terminal like	CTTNBP2NL	CTTNBP2 N-terminal like	FALSE
226410_at	0.000625	0.000198	-3.88	-0.428835	-0.299	CTU2	cytosolic thiouridylase subunit 2	CTU2	cytosolic thiouridylase subunit 2	FALSE
228126_x_at	0.394	0.284	-1.08	-6.860257	-0.065	CTXN1	cortexin 1	CTXN1	cortexin 1	FALSE
231391_at	0.284	0.189	1.32	-6.568979	0.0404	CTXN3	cortexin 3	CTXN3	cortexin 3	FALSE
206775_at	0.031	0.0145	2.49	-4.414058	0.114	CUBN	cubilin	CUBN	cubilin	FALSE
219468_s_at	0.569	0.454	-0.752	-7.157767	-0.0817	CUEDC1	CUE domain containing 1	CUEDC1	CUE domain containing 1	FALSE
218097_s_at	0.472	0.356	0.927	-7.010571	0.0622	CUEDC2	CUE domain containing 2	CUEDC2	CUE domain containing 2	FALSE
207614_s_at	0.0375	0.0179	-2.41	-4.603284	-0.187	CUL1	cullin 1	CUL1	cullin 1	FALSE
203079_s_at	4.01e-05	1.02e-05	-4.67	2.417185	-0.386	CUL2	cullin 2	CUL2	cullin 2	FALSE
201372_s_at	3.4e-14	1.93e-15	9.58	24.483287	0.449	CUL3	cullin 3	CUL3	cullin 3	FALSE
227757_at	2.09e-08	3.06e-09	-6.57	10.344326	-0.545	CUL4A	cullin 4A	CUL4A	cullin 4A	FALSE
210257_x_at	1.1e-11	9.56e-13	-8.29	18.321581	-0.933	CUL4B	cullin 4B	CUL4B	cullin 4B	FALSE
203532_x_at	8.32e-06	1.87e-06	-5.09	4.060254	-0.481	CUL5	cullin 5	CUL5	cullin 5	FALSE
203558_at	2.01e-09	2.5e-10	-7.11	12.816051	-0.527	CUL7	cullin 7	CUL7	cullin 7	FALSE
236392_at	0.593	0.48	0.709	-7.188783	0.0381	CUL9	cullin 9	CUL9	cullin 9	FALSE
221488_s_at	0.852	0.789	0.269	-7.405206	0.0201	CUTA	cutA divalent cation tolerance homolog	CUTA	cutA divalent cation tolerance homolog	FALSE
218970_s_at	6.08e-08	9.64e-09	6.32	9.215733	0.496	CUTC	cutC copper transporter	CUTC	cutC copper transporter	FALSE
227069_at	0.000577	0.000181	-3.9	-0.345239	-0.68	CUX1	cut like homeobox 1	CUX1	cut like homeobox 1	FALSE
213920_at	0.699	0.599	-0.528	-7.301165	-0.023	CUX2	cut like homeobox 2	CUX2	cut like homeobox 2	FALSE
220275_at	0.0571	0.0289	-2.22	-5.023964	-0.18	CUZD1	CUB and zona pellucida like domains 1	CUZD1	CUB and zona pellucida like domains 1	FALSE
223067_at	0.727	0.632	0.481	-7.325153	0.0273	CWC15	CWC15 spliceosome-associated protein	CWC15	CWC15 spliceosome associated protein homolog	FALSE
226588_at	0.844	0.778	0.283	-7.401155	0.0204	CWC22	CWC22 homolog, spliceosome-associated protein	CWC22	CWC22 spliceosome associated protein homolog	FALSE
222706_at	9.22e-14	5.63e-15	9.35	23.41781	0.815	CWC25	CWC25 spliceosome associated protein homolog	CWC25	CWC25 spliceosome associated protein homolog	FALSE
1558841_at	0.0202	0.00897	2.67	-3.982952	0.0977	CWC27	CWC27 spliceosome associated protein homolog	CWC27	CWC27 spliceosome associated protein homolog	TRUE
229038_at	0.000479	0.000148	-3.96	-0.153428	-0.218	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	CWF19L1	CWF19 like cell cycle control factor 1	FALSE
237040_at	1.94e-09	2.4e-10	7.12	12.855217	0.56	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)	CWF19L2	CWF19 like cell cycle control factor 2	FALSE
220724_at	0.518	0.402	-0.843	-7.085114	-0.102	CWH43	cell wall biogenesis 43 C-terminal homolog	CWH43	cell wall biogenesis 43 C-terminal homolog	FALSE
823_at	0.00046	0.000142	3.97	-0.11328	0.885	CX3CL1	C-X3-C motif chemokine ligand 1	CX3CL1	C-X3-C motif chemokine ligand 1	FALSE
205898_at	2.05e-21	3.22e-23	13.4	42.301654	3.01	CX3CR1	C-X3-C motif chemokine receptor 1	CX3CR1	C-X3-C motif chemokine receptor 1	FALSE
239155_at	5.75e-10	6.59e-11	-7.4	14.132048	-1.41	CXADR	coxsackie virus and adenovirus receptor	CXADR	CXADR Ig-like cell adhesion molecule	FALSE
204470_at	0.554	0.439	0.777	-7.13838	0.295	CXCL1	C-X-C motif chemokine ligand 1	CXCL1	C-X-C motif chemokine ligand 1	FALSE
204533_at	0.0292	0.0135	-2.52	-4.351898	-0.728	CXCL10	C-X-C motif chemokine ligand 10	CXCL10	C-X-C motif chemokine ligand 10	FALSE
211122_s_at	0.243	0.156	-1.43	-6.4236	-0.437	CXCL11	C-X-C motif chemokine ligand 11	CXCL11	C-X-C motif chemokine ligand 11	FALSE
209687_at	5.69e-13	4.01e-14	8.95	21.467877	1.92	CXCL12	C-X-C motif chemokine ligand 12	CXCL12	C-X-C motif chemokine ligand 12	FALSE
205242_at	4.59e-10	5.17e-11	-7.45	14.370359	-2.92	CXCL13	C-X-C motif chemokine ligand 13	CXCL13	C-X-C motif chemokine ligand 13	FALSE
218002_s_at	2.07e-13	1.35e-14	-9.17	22.550573	-3.82	CXCL14	C-X-C motif chemokine ligand 14	CXCL14	C-X-C motif chemokine ligand 14	FALSE
223454_at	1.13e-14	5.93e-16	9.82	25.653873	1.45	CXCL16	C-X-C motif chemokine ligand 16	CXCL16	C-X-C motif chemokine ligand 16	FALSE
226960_at	1.77e-06	3.56e-07	5.49	5.680209	1.58	CXCL17	C-X-C motif chemokine ligand 17	CXCL17	C-X-C motif chemokine ligand 17	FALSE
209774_x_at	4.96e-20	9.95e-22	12.6	38.887341	3.71	CXCL2	C-X-C motif chemokine ligand 2	CXCL2	C-X-C motif chemokine ligand 2	FALSE
207850_at	2.57e-16	1e-17	10.7	29.713474	2.79	CXCL3	C-X-C motif chemokine ligand 3	CXCL3	C-X-C motif chemokine ligand 3	FALSE
214974_x_at	0.000695	0.000222	3.85	-0.538493	1.48	CXCL5	C-X-C motif chemokine ligand 5	CXCL5	C-X-C motif chemokine ligand 5	FALSE
206336_at	7.73e-07	1.46e-07	-5.7	6.54831	-2.07	CXCL6	C-X-C motif chemokine ligand 6	CXCL6	C-X-C motif chemokine ligand 6	FALSE
211506_s_at	0.289	0.193	-1.31	-6.583901	-0.494	CXCL8	C-X-C motif chemokine ligand 8	CXCL8	C-X-C motif chemokine ligand 8	FALSE
203915_at	0.0481	0.0238	-2.3	-4.85308	-0.824	CXCL9	C-X-C motif chemokine ligand 9	CXCL9	C-X-C motif chemokine ligand 9	FALSE
207094_at	5.15e-10	5.86e-11	7.42	14.247635	0.519	CXCR1	C-X-C motif chemokine receptor 1	CXCR1	C-X-C motif chemokine receptor 1	FALSE
207008_at	1.07e-17	3.22e-19	11.4	33.135071	2.54	CXCR2	C-X-C motif chemokine receptor 2	CXCR2	C-X-C motif chemokine receptor 2	FALSE
217119_s_at	0.188	0.115	-1.59	-6.183274	-0.106	CXCR3	C-X-C motif chemokine receptor 3	CXCR3	C-X-C motif chemokine receptor 3	FALSE
217028_at	0.1	0.055	1.94	-5.57701	0.289	CXCR4	C-X-C motif chemokine receptor 4	CXCR4	C-X-C motif chemokine receptor 4	FALSE
206126_at	0.000736	0.000237	-3.83	-0.597525	-0.193	CXCR5	C-X-C motif chemokine receptor 5	CXCR5	C-X-C motif chemokine receptor 5	FALSE
206974_at	0.463	0.348	0.943	-6.995718	0.128	CXCR6	C-X-C motif chemokine receptor 6	CXCR6	C-X-C motif chemokine receptor 6	FALSE
218058_at	0.517	0.401	-0.844	-7.084414	-0.0617	CXXC1	CXXC finger protein 1	CXXC1	CXXC finger protein 1	FALSE
1564367_at	0.372	0.265	1.12	-6.811472	0.0425	CXXC1P1	CXXC finger protein 1 pseudogene 1	CXXC1P1	CXXC finger protein 1 pseudogene 1	FALSE
220277_at	0.0686	0.0356	-2.13	-5.20554	-0.186	CXXC4	CXXC finger protein 4	CXXC4	CXXC finger protein 4	FALSE
224516_s_at	0.0733	0.0384	2.1	-5.27039	0.359	CXXC5	CXXC finger protein 5	CXXC5	CXXC finger protein 5	FALSE
220252_x_at	5.19e-08	8.14e-09	6.35	9.382157	0.486	CXorf21	chromosome X open reading frame 21	TASL	TLR adaptor interacting with endolysosomal SLC15A4	FALSE
232087_at	0.223	0.141	1.48	-6.346465	0.122	CXorf23	chromosome X open reading frame 23	BCLAF3	BCLAF1 and THRAP3 family member 3	FALSE
241381_at	6.69e-16	2.79e-17	10.5	28.694668	1.15	CXorf36	chromosome X open reading frame 36	DIPK2B	divergent protein kinase domain 2B	FALSE
228700_at	2.93e-07	5.19e-08	5.94	7.563644	0.609	CXorf38	chromosome X open reading frame 38	CXorf38	chromosome X open reading frame 38	FALSE
213315_x_at	0.00204	0.000714	-3.5	-1.642365	-0.235	CXorf40A	chromosome X open reading frame 40A	EOLA1	endothelium and lymphocyte associated ASCH domain 1	FALSE
212961_x_at	0.000922	0.000302	-3.76	-0.829968	-0.26	CXorf40B	chromosome X open reading frame 40B	EOLA2	endothelium and lymphocyte associated ASCH domain 2	FALSE
231159_at	0.53	0.414	-0.82	-7.104216	-0.0357	CXorf51B///CXorf51A	chromosome X open reading frame 51B///chromosome X open reading frame 51A	CXorf51A	chromosome X open reading frame 51A	FALSE
235442_at	7.12e-05	1.89e-05	-4.51	1.822199	-0.312	CXorf56	chromosome X open reading frame 56	STEEP1	STING1 ER exit protein 1	FALSE
219355_at	0.0861	0.0461	2.02	-5.426818	0.4	CXorf57	chromosome X open reading frame 57	RADX	RPA1 related single stranded DNA binding protein, X-linked	FALSE
1553391_at	0.953	0.931	-0.0864	-7.437765	-0.00335	CXorf58	chromosome X open reading frame 58	CXorf58	chromosome X open reading frame 58	FALSE
231377_at	4.07e-07	7.37e-08	5.86	7.219065	0.325	CXorf65	chromosome X open reading frame 65	CXorf65	chromosome X open reading frame 65	FALSE
1555396_s_at	0.0982	0.0537	-1.95	-5.556966	-0.358	CXorf67	chromosome X open reading frame 67	EZHIP	EZH inhibitory protein	FALSE
1558176_at	0.0071	0.00281	-3.07	-2.919532	-0.397	CYAT1///IGLV1-44///IGLC1	immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1	IGLC1	immunoglobulin lambda constant 1	FALSE
210816_s_at	0.000345	0.000104	-4.06	0.184854	-0.366	CYB561	cytochrome b561	CYB561	cytochrome b561	FALSE
224735_at	0.0959	0.0523	-1.97	-5.533678	-0.154	CYB561A3	cytochrome b561 family member A3	CYB561A3	cytochrome b561 family member A3	FALSE
227981_at	0.00459	0.00174	3.23	-2.475914	0.243	CYB561D1	cytochrome b561 family member D1	CYB561D1	cytochrome b561 family member D1	FALSE
209665_at	0.196	0.121	1.57	-6.222948	0.142	CYB561D2	cytochrome b561 family member D2	CYB561D2	cytochrome b561 family member D2	FALSE
215726_s_at	2.14e-17	6.87e-19	11.2	32.379598	1.78	CYB5A	cytochrome b5 type A	CYB5A	cytochrome b5 type A	FALSE
238554_at	1.1e-21	1.65e-23	13.5	42.96946	0.971	CYB5B	cytochrome b5 type B	CYB5B	cytochrome b5 type B	FALSE
226833_at	3.6e-05	9.09e-06	4.7	2.528991	0.603	CYB5D1	cytochrome b5 domain containing 1	CYB5D1	cytochrome b5 domain containing 1	FALSE
225804_at	1.73e-06	3.46e-07	5.5	5.706456	0.552	CYB5D2	cytochrome b5 domain containing 2	CYB5D2	cytochrome b5 domain containing 2	FALSE
202263_at	0.0488	0.0242	2.29	-4.868145	0.214	CYB5R1	cytochrome b5 reductase 1	CYB5R1	cytochrome b5 reductase 1	FALSE
220230_s_at	5.13e-07	9.43e-08	-5.8	6.9782	-1.32	CYB5R2	cytochrome b5 reductase 2	CYB5R2	cytochrome b5 reductase 2	FALSE
201885_s_at	7.8e-07	1.48e-07	5.7	6.537788	0.318	CYB5R3	cytochrome b5 reductase 3	CYB5R3	cytochrome b5 reductase 3	FALSE
219079_at	0.131	0.075	1.8	-5.835485	0.197	CYB5R4	cytochrome b5 reductase 4	CYB5R4	cytochrome b5 reductase 4	FALSE
238280_at	0.00695	0.00274	-3.08	-2.898854	-0.134	CYB5RL	cytochrome b5 reductase like	CYB5RL	cytochrome b5 reductase like	FALSE
203028_s_at	0.0291	0.0135	2.52	-4.350086	0.334	CYBA	cytochrome b-245 alpha chain	CYBA	cytochrome b-245 alpha chain	FALSE
203923_s_at	1.34e-08	1.9e-09	6.67	10.815333	1.37	CYBB	cytochrome b-245 beta chain	CYBB	cytochrome b-245 beta chain	FALSE
222453_at	8.07e-25	7.11e-27	15.3	50.680541	1.88	CYBRD1	cytochrome b reductase 1	CYBRD1	cytochrome b reductase 1	FALSE
201066_at	6.5e-16	2.7e-17	-10.5	28.725948	-1.11	CYC1	cytochrome c1	CYC1	cytochrome c1	FALSE
244546_at	2.8e-08	4.18e-09	6.5	10.037874	0.897	CYCS	cytochrome c, somatic	CYCS	cytochrome c, somatic	FALSE
208923_at	0.935	0.904	0.121	-7.434203	0.00868	CYFIP1	cytoplasmic FMR1 interacting protein 1	CYFIP1	cytoplasmic FMR1 interacting protein 1	FALSE
215785_s_at	5.61e-10	6.42e-11	7.4	14.15722	1.16	CYFIP2	cytoplasmic FMR1 interacting protein 2	CYFIP2	cytoplasmic FMR1 interacting protein 2	FALSE
226632_at	7.13e-07	1.34e-07	5.72	6.632073	0.798	CYGB	cytoglobin	CYGB	cytoglobin	FALSE
213072_at	4.93e-05	1.28e-05	-4.62	2.20135	-0.336	CYHR1	cysteine and histidine rich 1	ZFTRAF1	zinc finger TRAF-type containing 1	FALSE
216809_at	0.89	0.84	-0.202	-7.421011	-0.00689	CYLC1	cylicin 1	CYLC1	cylicin 1	FALSE
207780_at	0.453	0.338	0.964	-6.976116	0.0286	CYLC2	cylicin 2	CYLC2	cylicin 2	FALSE
213295_at	1.34e-13	8.45e-15	9.27	23.014515	1.09	CYLD	CYLD lysine 63 deubiquitinase	CYLD	CYLD lysine 63 deubiquitinase	FALSE
242902_at	0.83	0.76	0.306	-7.394426	0.0138	CYMP	chymosin pseudogene	CYMP	chymosin, pseudogene	FALSE
204309_at	0.826	0.755	0.313	-7.392127	0.021	CYP11A1	cytochrome P450 family 11 subfamily A member 1	CYP11A1	cytochrome P450 family 11 subfamily A member 1	FALSE
1552493_s_at	0.01	0.00411	-2.94	-3.271866	-0.121	CYP11B1	cytochrome P450 family 11 subfamily B member 1	CYP11B1	cytochrome P450 family 11 subfamily B member 1	FALSE
214630_at	0.691	0.589	-0.542	-7.293698	-0.0332	CYP11B2	cytochrome P450 family 11 subfamily B member 2	CYP11B2	cytochrome P450 family 11 subfamily B member 2	FALSE
205502_at	0.514	0.398	0.849	-7.079658	0.0335	CYP17A1	cytochrome P450 family 17 subfamily A member 1	CYP17A1	cytochrome P450 family 17 subfamily A member 1	FALSE
1554296_at	0.0174	0.00755	2.73	-3.826432	0.0953	CYP19A1	cytochrome P450 family 19 subfamily A member 1	CYP19A1	cytochrome P450 family 19 subfamily A member 1	FALSE
205749_at	0.171	0.103	1.65	-6.096113	0.0925	CYP1A1	cytochrome P450 family 1 subfamily A member 1	CYP1A1	cytochrome P450 family 1 subfamily A member 1	FALSE
207608_x_at	5.2e-09	6.89e-10	6.89	11.813705	0.63	CYP1A2	cytochrome P450 family 1 subfamily A member 2	CYP1A2	cytochrome P450 family 1 subfamily A member 2	FALSE
202434_s_at	0.000871	0.000284	-3.78	-0.770951	-0.487	CYP1B1	cytochrome P450 family 1 subfamily B member 1	CYP1B1	cytochrome P450 family 1 subfamily B member 1	FALSE
1553829_at	1.18e-07	1.96e-08	6.16	8.520946	0.266	CYP1B1-AS1	CYP1B1 antisense RNA 1	CYP1B1-AS1	CYP1B1 antisense RNA 1	FALSE
219565_at	0.345	0.241	1.18	-6.744921	0.0799	CYP20A1	cytochrome P450 family 20 subfamily A member 1	CYP20A1	cytochrome P450 family 20 subfamily A member 1	FALSE
214622_at	0.917	0.878	-0.154	-7.429609	-0.00718	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2	CYP21A2	cytochrome P450 family 21 subfamily A member 2	FALSE
206504_at	1.19e-05	2.76e-06	-5	3.683567	-1.29	CYP24A1	cytochrome P450 family 24 subfamily A member 1	CYP24A1	cytochrome P450 family 24 subfamily A member 1	FALSE
206424_at	7.47e-06	1.67e-06	-5.12	4.1718	-1.45	CYP26A1	cytochrome P450 family 26 subfamily A member 1	CYP26A1	cytochrome P450 family 26 subfamily A member 1	FALSE
219825_at	0.0395	0.019	-2.39	-4.656498	-0.33	CYP26B1	cytochrome P450 family 26 subfamily B member 1	CYP26B1	cytochrome P450 family 26 subfamily B member 1	FALSE
203979_at	6.93e-24	7.09e-26	14.7	48.393337	1.96	CYP27A1	cytochrome P450 family 27 subfamily A member 1	CYP27A1	cytochrome P450 family 27 subfamily A member 1	FALSE
205676_at	1.29e-09	1.55e-10	-7.21	13.28347	-1.06	CYP27B1	cytochrome P450 family 27 subfamily B member 1	CYP27B1	cytochrome P450 family 27 subfamily B member 1	FALSE
1568868_at	0.0059	0.00229	-3.14	-2.733108	-0.25	CYP27C1	cytochrome P450 family 27 subfamily C member 1	CYP27C1	cytochrome P450 family 27 subfamily C member 1	FALSE
208327_at	0.555	0.44	-0.776	-7.139339	-0.0384	CYP2A13	cytochrome P450 family 2 subfamily A member 13	CYP2A13	cytochrome P450 family 2 subfamily A member 13	FALSE
207244_x_at	0.078	0.0413	-2.07	-5.331771	-0.0826	CYP2A6	cytochrome P450 family 2 subfamily A member 6	CYP2A6	cytochrome P450 family 2 subfamily A member 6	FALSE
207718_x_at	0.0755	0.0397	2.09	-5.299601	0.0909	CYP2A7	cytochrome P450 family 2 subfamily A member 7	CYP2A7	cytochrome P450 family 2 subfamily A member 7	FALSE
216340_s_at	0.507	0.391	0.862	-7.06875	0.0372	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1	FALSE
210272_at	2.18e-20	4.07e-22	12.8	39.776768	2.99	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	FALSE
206754_s_at	6.82e-20	1.4e-21	12.6	38.547988	3.86	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6	CYP2B6	cytochrome P450 family 2 subfamily B member 6	FALSE
208126_s_at	1.51e-05	3.57e-06	-4.94	3.435141	-1.24	CYP2C18	cytochrome P450 family 2 subfamily C member 18	CYP2C18	cytochrome P450 family 2 subfamily C member 18	FALSE
216058_s_at	0.522	0.406	0.835	-7.091762	0.0339	CYP2C19	cytochrome P450 family 2 subfamily C member 19	CYP2C19	cytochrome P450 family 2 subfamily C member 19	FALSE
208147_s_at	0.235	0.15	1.45	-6.392744	0.0447	CYP2C8	cytochrome P450 family 2 subfamily C member 8	CYP2C8	cytochrome P450 family 2 subfamily C member 8	FALSE
216661_x_at	7.15e-05	1.9e-05	-4.51	1.81731	-0.288	CYP2C9	cytochrome P450 family 2 subfamily C member 9	CYP2C9	cytochrome P450 family 2 subfamily C member 9	FALSE
215809_at	0.248	0.16	-1.42	-6.44303	-0.0778	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	FALSE
209975_at	0.00857	0.00345	-3	-3.110407	-0.412	CYP2E1	cytochrome P450 family 2 subfamily E member 1	CYP2E1	cytochrome P450 family 2 subfamily E member 1	FALSE
207913_at	0.586	0.473	0.72	-7.180802	0.0438	CYP2F1	cytochrome P450 family 2 subfamily F member 1	CYP2F1	cytochrome P450 family 2 subfamily F member 1	FALSE
205073_at	4.23e-05	1.08e-05	-4.66	2.362494	-0.632	CYP2J2	cytochrome P450 family 2 subfamily J member 2	CYP2J2	cytochrome P450 family 2 subfamily J member 2	FALSE
207786_at	0.166	0.0994	-1.66	-6.066278	-0.093	CYP2R1	cytochrome P450 family 2 subfamily R member 1	CYP2R1	cytochrome P450 family 2 subfamily R member 1	FALSE
223385_at	2.39e-08	3.52e-09	-6.54	10.205849	-1.79	CYP2S1	cytochrome P450 family 2 subfamily S member 1	CYP2S1	cytochrome P450 family 2 subfamily S member 1	FALSE
226402_at	1.78e-16	6.75e-18	10.8	30.105584	1.28	CYP2U1	cytochrome P450 family 2 subfamily U member 1	CYP2U1	cytochrome P450 family 2 subfamily U member 1	FALSE
220562_at	0.272	0.18	-1.35	-6.529356	-0.0672	CYP2W1	cytochrome P450 family 2 subfamily W member 1	CYP2W1	cytochrome P450 family 2 subfamily W member 1	FALSE
220432_s_at	4.03e-11	3.82e-12	8	16.948569	0.776	CYP39A1	cytochrome P450 family 39 subfamily A member 1	CYP39A1	cytochrome P450 family 39 subfamily A member 1	FALSE
205999_x_at	4.43e-06	9.54e-07	5.26	4.717397	0.22	CYP3A4	cytochrome P450 family 3 subfamily A member 4	CYP3A4	cytochrome P450 family 3 subfamily A member 4	FALSE
211441_x_at	6.11e-05	1.61e-05	4.56	1.979111	0.201	CYP3A43	cytochrome P450 family 3 subfamily A member 43	CYP3A43	cytochrome P450 family 3 subfamily A member 43	FALSE
205765_at	1.83e-13	1.18e-14	9.2	22.68443	1.42	CYP3A5	cytochrome P450 family 3 subfamily A member 5	CYP3A5	cytochrome P450 family 3 subfamily A member 5	FALSE
211843_x_at	1.08e-14	5.67e-16	9.83	25.698288	0.615	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	FALSE
205939_at	2.47e-13	1.63e-14	9.13	22.361805	0.684	CYP3A7-CYP3A51P///CYP3A7	CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7	CYP3A7	cytochrome P450 family 3 subfamily A member 7	FALSE
220331_at	0.185	0.113	1.6	-6.167235	0.157	CYP46A1	cytochrome P450 family 46 subfamily A member 1	CYP46A1	cytochrome P450 family 46 subfamily A member 1	FALSE
211231_x_at	0.034	0.0161	2.45	-4.507696	0.135	CYP4A11	cytochrome P450 family 4 subfamily A member 11	CYP4A11	cytochrome P450 family 4 subfamily A member 11	FALSE
210096_at	3.64e-23	4.32e-25	14.3	46.59381	5.27	CYP4B1	cytochrome P450 family 4 subfamily B member 1	CYP4B1	cytochrome P450 family 4 subfamily B member 1	FALSE
206153_at	1.11e-05	2.56e-06	-5.02	3.756763	-1.69	CYP4F11	cytochrome P450 family 4 subfamily F member 11	CYP4F11	cytochrome P450 family 4 subfamily F member 11	FALSE
206539_s_at	0.914	0.875	0.158	-7.4289	0.0114	CYP4F12	cytochrome P450 family 4 subfamily F member 12	CYP4F12	cytochrome P450 family 4 subfamily F member 12	FALSE
210452_x_at	0.00236	0.000839	-3.45	-1.793233	-0.782	CYP4F2	cytochrome P450 family 4 subfamily F member 2	CYP4F2	cytochrome P450 family 4 subfamily F member 2	FALSE
244692_at	0.0853	0.0456	-2.03	-5.417973	-0.143	CYP4F22	cytochrome P450 family 4 subfamily F member 22	CYP4F22	cytochrome P450 family 4 subfamily F member 22	FALSE
206515_at	0.0382	0.0183	-2.4	-4.622472	-0.741	CYP4F3	cytochrome P450 family 4 subfamily F member 3	CYP4F3	cytochrome P450 family 4 subfamily F member 3	FALSE
224278_at	0.441	0.327	0.985	-6.955056	0.0308	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene	FALSE
241895_at	0.088	0.0473	-2.01	-5.448661	-0.0952	CYP4F62P	cytochrome P450 family 4 subfamily F member 62, pseudogene	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1	FALSE
210576_at	0.932	0.899	-0.127	-7.433353	-0.00407	CYP4F8	cytochrome P450 family 4 subfamily F member 8	CYP4F8	cytochrome P450 family 4 subfamily F member 8	FALSE
228391_at	1.95e-16	7.46e-18	10.7	30.005565	1.5	CYP4V2	cytochrome P450 family 4 subfamily V member 2	KLKB1	kallikrein B1	FALSE
227702_at	0.000148	4.17e-05	4.31	1.059991	0.902	CYP4X1	cytochrome P450 family 4 subfamily X member 1	CYP4X1	cytochrome P450 family 4 subfamily X member 1	FALSE
237395_at	0.000212	6.16e-05	4.2	0.685993	0.194	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	FALSE
1553434_at	0.363	0.257	1.14	-6.790595	0.029	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene	FALSE
233942_at	0.93	0.896	-0.131	-7.432864	-0.00332	CYP51A1-AS1	CYP51A1 antisense RNA 1	CYP51A1-AS1	CYP51A1 antisense RNA 1	FALSE
207406_at	0.73	0.635	0.476	-7.327507	0.0121	CYP7A1	cytochrome P450 family 7 subfamily A member 1	CYP7A1	cytochrome P450 family 7 subfamily A member 1	FALSE
207386_at	1.07e-05	2.45e-06	-5.03	3.800577	-0.481	CYP7B1	cytochrome P450 family 7 subfamily B member 1	CYP7B1	cytochrome P450 family 7 subfamily B member 1	FALSE
232494_at	0.165	0.0985	1.67	-6.059274	0.0636	CYP8B1	cytochrome P450 family 8 subfamily B member 1	CYP8B1	cytochrome P450 family 8 subfamily B member 1	FALSE
210764_s_at	1.42e-05	3.33e-06	4.95	3.503167	1.32	CYR61	cysteine rich angiogenic inducer 61	CCN1	cellular communication network factor 1	FALSE
228739_at	3.18e-09	4.07e-10	7.01	12.332527	1.18	CYS1	cystin 1	CYS1	cystin 1	FALSE
231747_at	1.67e-16	6.28e-18	10.8	30.1776	1.53	CYSLTR1	cysteinyl leukotriene receptor 1	CYSLTR1	cysteinyl leukotriene receptor 1	FALSE
220813_at	0.629	0.518	-0.649	-7.229943	-0.0344	CYSLTR2	cysteinyl leukotriene receptor 2	CYSLTR2	cysteinyl leukotriene receptor 2	FALSE
1569144_a_at	0.00498	0.00191	-3.2	-2.560297	-0.51	CYSRT1	cysteine rich tail 1	CYSRT1	cysteine rich tail 1	FALSE
224707_at	1.4e-14	7.43e-16	9.77	25.429553	1.1	CYSTM1	cysteine rich transmembrane module containing 1	CYSTM1	cysteine rich transmembrane module containing 1	FALSE
202880_s_at	4.51e-12	3.69e-13	8.49	19.26493	0.562	CYTH1	cytohesin 1	CYTH1	cytohesin 1	FALSE
209158_s_at	0.000152	4.31e-05	4.3	1.028499	0.285	CYTH2	cytohesin 2	CYTH2	cytohesin 2	FALSE
225147_at	0.0346	0.0164	2.44	-4.524906	0.279	CYTH3	cytohesin 3	CYTH3	cytohesin 3	FALSE
219183_s_at	4.8e-10	5.43e-11	7.44	14.323096	0.958	CYTH4	cytohesin 4	CYTH4	cytohesin 4	FALSE
